Key      | Name                                       | CpuId                            | FormId   | InstForm                                                         | InstClass          | InstSig                                                  | Types                            | Category                         | Signature
2330     | _mm256_maskz_cvtepu64_pd                   | AVX512VL,AVX512DQ                | 2552     | VCVTUQQ2PD_YMMf64_MASKmskw_YMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD ymm {z}, ymm                                  | Floating Point,Integer           | Convert                          | __m256d _mm256_maskz_cvtepu64_pd(__mmask8 k, __m256i a)
2331     | _mm512_cvt_roundepu64_pd                   | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm, zmm {er}                                 | Floating Point,Integer           | Convert                          | __m512d _mm512_cvt_roundepu64_pd(__m512i a, int rounding)
2332     | _mm512_cvtepu64_pd                         | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm, zmm                                      | Floating Point,Integer           | Convert                          | __m512d _mm512_cvtepu64_pd(__m512i a)
2333     | _mm512_mask_cvt_roundepu64_pd              | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm {k}, zmm {er}                             | Floating Point,Integer           | Convert                          | __m512d _mm512_mask_cvt_roundepu64_pd(__m512d src, __mmask8 k, __m512i a, int rounding)
2334     | _mm512_mask_cvtepu64_pd                    | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm {k}, zmm                                  | Floating Point,Integer           | Convert                          | __m512d _mm512_mask_cvtepu64_pd(__m512d src, __mmask8 k, __m512i a)
2335     | _mm512_maskz_cvt_roundepu64_pd             | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm {z}, zmm {er}                             | Floating Point,Integer           | Convert                          | __m512d _mm512_maskz_cvt_roundepu64_pd(__mmask8 k, __m512i a, int rounding)
2336     | _mm512_maskz_cvtepu64_pd                   | AVX512DQ                         | 2554     | VCVTUQQ2PD_ZMMf64_MASKmskw_ZMMu64_AVX512                         | VCVTUQQ2PD         | VCVTUQQ2PD zmm {z}, zmm                                  | Floating Point,Integer           | Convert                          | __m512d _mm512_maskz_cvtepu64_pd(__mmask8 k, __m512i a)
2337     | _mm_cvtepu64_ps                            | AVX512VL,AVX512DQ                | 2557     | VCVTUQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm, xmm                                      | Floating Point,Integer           | Convert                          | __m128 _mm_cvtepu64_ps(__m128i a)
2338     | _mm_mask_cvtepu64_ps                       | AVX512VL,AVX512DQ                | 2557     | VCVTUQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm {k}, xmm                                  | Floating Point,Integer           | Convert                          | __m128 _mm_mask_cvtepu64_ps(__m128 src, __mmask8 k, __m128i a)
2339     | _mm_maskz_cvtepu64_ps                      | AVX512VL,AVX512DQ                | 2557     | VCVTUQQ2PS_XMMf32_MASKmskw_XMMu64_AVX512_VL128                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm {z}, xmm                                  | Floating Point,Integer           | Convert                          | __m128 _mm_maskz_cvtepu64_ps(__mmask8 k, __m128i a)
2340     | _mm256_cvtepu64_ps                         | AVX512VL,AVX512DQ                | 2558     | VCVTUQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm, ymm                                      | Floating Point,Integer           | Convert                          | __m128 _mm256_cvtepu64_ps(__m256i a)
2341     | _mm256_mask_cvtepu64_ps                    | AVX512VL,AVX512DQ                | 2558     | VCVTUQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm {k}, ymm                                  | Floating Point,Integer           | Convert                          | __m128 _mm256_mask_cvtepu64_ps(__m128 src, __mmask8 k, __m256i a)
2342     | _mm256_maskz_cvtepu64_ps                   | AVX512VL,AVX512DQ                | 2558     | VCVTUQQ2PS_XMMf32_MASKmskw_YMMu64_AVX512_VL256                   | VCVTUQQ2PS         | VCVTUQQ2PS xmm {z}, ymm                                  | Floating Point,Integer           | Convert                          | __m128 _mm256_maskz_cvtepu64_ps(__mmask8 k, __m256i a)
2343     | _mm512_cvt_roundepu64_ps                   | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm, zmm {er}                                 | Floating Point,Integer           | Convert                          | __m256 _mm512_cvt_roundepu64_ps(__m512i a, int rounding)
2344     | _mm512_cvtepu64_ps                         | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm, zmm                                      | Floating Point,Integer           | Convert                          | __m256 _mm512_cvtepu64_ps(__m512i a)
2345     | _mm512_mask_cvt_roundepu64_ps              | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm {k}, zmm {er}                             | Floating Point,Integer           | Convert                          | __m256 _mm512_mask_cvt_roundepu64_ps(__m256 src, __mmask8 k, __m512i a, int rounding)
2346     | _mm512_mask_cvtepu64_ps                    | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm {k}, zmm                                  | Floating Point,Integer           | Convert                          | __m256 _mm512_mask_cvtepu64_ps(__m256 src, __mmask8 k, __m512i a)
2347     | _mm512_maskz_cvt_roundepu64_ps             | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm {z}, zmm {er}                             | Floating Point,Integer           | Convert                          | __m256 _mm512_maskz_cvt_roundepu64_ps(__mmask8 k, __m512i a, int rounding)
2348     | _mm512_maskz_cvtepu64_ps                   | AVX512DQ                         | 2560     | VCVTUQQ2PS_YMMf32_MASKmskw_ZMMu64_AVX512_VL512                   | VCVTUQQ2PS         | VCVTUQQ2PS ymm {z}, zmm                                  | Floating Point,Integer           | Convert                          | __m256 _mm512_maskz_cvtepu64_ps(__mmask8 k, __m512i a)
2349     | _mm_cvtu32_sd                              | AVX512F                          | 2561     | VCVTUSI2SD_XMMf64_XMMf64_GPR32u32_AVX512                         | VCVTUSI2SD         | VCVTUSI2SD xmm, xmm, r32                                 | Floating Point,Integer           | Convert                          | __m128d _mm_cvtu32_sd(__m128d a, unsigned int b)
2350     | _mm_cvt_roundu64_sd                        | AVX512F                          | 2562     | VCVTUSI2SD_XMMf64_XMMf64_GPR64u64_AVX512                         | VCVTUSI2SD         | VCVTUSI2SD xmm, xmm, r64 {er}                            | Floating Point,Integer           | Convert                          | __m128d _mm_cvt_roundu64_sd(__m128d a, unsigned __int64 b, int rounding)
2351     | _mm_cvtu64_sd                              | AVX512F                          | 2562     | VCVTUSI2SD_XMMf64_XMMf64_GPR64u64_AVX512                         | VCVTUSI2SD         | VCVTUSI2SD xmm, xmm, r64                                 | Floating Point,Integer           | Convert                          | __m128d _mm_cvtu64_sd(__m128d a, unsigned __int64 b)
2352     | _mm_cvt_roundu32_ss                        | AVX512F                          | 2565     | VCVTUSI2SS_XMMf32_XMMf32_GPR32u32_AVX512                         | VCVTUSI2SS         | VCVTUSI2SS xmm, xmm, r32 {er}                            | Floating Point,Integer           | Convert                          | __m128 _mm_cvt_roundu32_ss(__m128 a, unsigned int b, int rounding)
2353     | _mm_cvtu32_ss                              | AVX512F                          | 2565     | VCVTUSI2SS_XMMf32_XMMf32_GPR32u32_AVX512                         | VCVTUSI2SS         | VCVTUSI2SS xmm, xmm, r32                                 | Floating Point,Integer           | Convert                          | __m128 _mm_cvtu32_ss(__m128 a, unsigned int b)
2354     | _mm_cvt_roundu64_ss                        | AVX512F                          | 2566     | VCVTUSI2SS_XMMf32_XMMf32_GPR64u64_AVX512                         | VCVTUSI2SS         | VCVTUSI2SS xmm, xmm, r64 {er}                            | Floating Point,Integer           | Convert                          | __m128 _mm_cvt_roundu64_ss(__m128 a, unsigned __int64 b, int rounding)
2355     | _mm_cvtu64_ss                              | AVX512F                          | 2566     | VCVTUSI2SS_XMMf32_XMMf32_GPR64u64_AVX512                         | VCVTUSI2SS         | VCVTUSI2SS xmm, xmm, r64                                 | Floating Point,Integer           | Convert                          | __m128 _mm_cvtu64_ss(__m128 a, unsigned __int64 b)
2356     | _mm_dbsad_epu8                             | AVX512VL,AVX512BW                | 2570     | VDBPSADBW_XMMu16_MASKmskw_XMMu8_XMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW xmm, xmm, xmm, imm8                            | Integer                          | Miscellaneous                    | __m128i _mm_dbsad_epu8(__m128i a, __m128i b, int imm8)
2357     | _mm_mask_dbsad_epu8                        | AVX512VL,AVX512BW                | 2570     | VDBPSADBW_XMMu16_MASKmskw_XMMu8_XMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW xmm {k}, xmm, xmm, imm8                        | Integer                          | Miscellaneous                    | __m128i _mm_mask_dbsad_epu8(__m128i src, __mmask8 k, __m128i a, __m128i b, int imm8)
2358     | _mm_maskz_dbsad_epu8                       | AVX512VL,AVX512BW                | 2570     | VDBPSADBW_XMMu16_MASKmskw_XMMu8_XMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW xmm {z}, xmm, xmm, imm8                        | Integer                          | Miscellaneous                    | __m128i _mm_maskz_dbsad_epu8(__mmask8 k, __m128i a, __m128i b, int imm8)
2359     | _mm256_dbsad_epu8                          | AVX512VL,AVX512BW                | 2572     | VDBPSADBW_YMMu16_MASKmskw_YMMu8_YMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW ymm, ymm, ymm, imm8                            | Integer                          | Miscellaneous                    | __m256i _mm256_dbsad_epu8(__m256i a, __m256i b, int imm8)
2360     | _mm256_mask_dbsad_epu8                     | AVX512VL,AVX512BW                | 2572     | VDBPSADBW_YMMu16_MASKmskw_YMMu8_YMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW ymm {k}, ymm, ymm, imm8                        | Integer                          | Miscellaneous                    | __m256i _mm256_mask_dbsad_epu8(__m256i src, __mmask16 k, __m256i a, __m256i b, int imm8)
2361     | _mm256_maskz_dbsad_epu8                    | AVX512VL,AVX512BW                | 2572     | VDBPSADBW_YMMu16_MASKmskw_YMMu8_YMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW ymm {z}, ymm, ymm, imm8                        | Integer                          | Miscellaneous                    | __m256i _mm256_maskz_dbsad_epu8(__mmask16 k, __m256i a, __m256i b, int imm8)
2362     | _mm512_dbsad_epu8                          | AVX512BW                         | 2574     | VDBPSADBW_ZMMu16_MASKmskw_ZMMu8_ZMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW zmm, zmm, zmm, imm8                            | Integer                          | Miscellaneous                    | __m512i _mm512_dbsad_epu8(__m512i a, __m512i b, int imm8)
2363     | _mm512_mask_dbsad_epu8                     | AVX512BW                         | 2574     | VDBPSADBW_ZMMu16_MASKmskw_ZMMu8_ZMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW zmm {k}, zmm, zmm, imm8                        | Integer                          | Miscellaneous                    | __m512i _mm512_mask_dbsad_epu8(__m512i src, __mmask32 k, __m512i a, __m512i b, int imm8)
2364     | _mm512_maskz_dbsad_epu8                    | AVX512BW                         | 2574     | VDBPSADBW_ZMMu16_MASKmskw_ZMMu8_ZMMu8_IMM8_AVX512                | VDBPSADBW          | VDBPSADBW zmm {z}, zmm, zmm, imm8                        | Integer                          | Miscellaneous                    | __m512i _mm512_maskz_dbsad_epu8(__mmask32 k, __m512i a, __m512i b, int imm8)
2365     | _mm_mask_div_pd                            | AVX512VL,AVX512F                 | 2578     | VDIVPD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVPD             | VDIVPD xmm {k}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128d _mm_mask_div_pd(__m128d src, __mmask8 k, __m128d a, __m128d b)
2366     | _mm_maskz_div_pd                           | AVX512VL,AVX512F                 | 2578     | VDIVPD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVPD             | VDIVPD xmm {z}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128d _mm_maskz_div_pd(__mmask8 k, __m128d a, __m128d b)
2367     | _mm256_mask_div_pd                         | AVX512VL,AVX512F                 | 2580     | VDIVPD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512                      | VDIVPD             | VDIVPD ymm {k}, ymm, ymm                                 | Floating Point                   | Arithmetic                       | __m256d _mm256_mask_div_pd(__m256d src, __mmask8 k, __m256d a, __m256d b)
2368     | _mm256_maskz_div_pd                        | AVX512VL,AVX512F                 | 2580     | VDIVPD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512                      | VDIVPD             | VDIVPD ymm {z}, ymm, ymm                                 | Floating Point                   | Arithmetic                       | __m256d _mm256_maskz_div_pd(__mmask8 k, __m256d a, __m256d b)
2369     | _mm256_div_pd                              | AVX                              | 2582     | VDIVPD_YMMqq_YMMqq_YMMqq                                         | VDIVPD             | VDIVPD ymm, ymm, ymm                                     | Floating Point                   | Arithmetic                       | __m256d _mm256_div_pd(__m256d a, __m256d b)
2370     | _mm512_div_pd                              | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm, zmm, zmm                                     | Floating Point                   | Arithmetic                       | __m512d _mm512_div_pd(__m512d a, __m512d b)
2371     | _mm512_div_round_pd                        | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm, zmm, zmm {er}                                | Floating Point                   | Arithmetic                       | __m512d _mm512_div_round_pd(__m512d a, __m512d b, int rounding)
2372     | _mm512_mask_div_pd                         | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm {k}, zmm, zmm                                 | Floating Point                   | Arithmetic                       | __m512d _mm512_mask_div_pd(__m512d src, __mmask8 k, __m512d a, __m512d b)
2373     | _mm512_mask_div_round_pd                   | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm {k}, zmm, zmm {er}                            | Floating Point                   | Arithmetic                       | __m512d _mm512_mask_div_round_pd(__m512d src, __mmask8 k, __m512d a, __m512d b, int rounding)
2374     | _mm512_maskz_div_pd                        | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm {z}, zmm, zmm                                 | Floating Point                   | Arithmetic                       | __m512d _mm512_maskz_div_pd(__mmask8 k, __m512d a, __m512d b)
2375     | _mm512_maskz_div_round_pd                  | AVX512F                          | 2584     | VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512                      | VDIVPD             | VDIVPD zmm {z}, zmm, zmm {er}                            | Floating Point                   | Arithmetic                       | __m512d _mm512_maskz_div_round_pd(__mmask8 k, __m512d a, __m512d b, int rounding)
2376     | _mm_mask_div_ps                            | AVX512VL,AVX512F                 | 2588     | VDIVPS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVPS             | VDIVPS xmm {k}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128 _mm_mask_div_ps(__m128 src, __mmask8 k, __m128 a, __m128 b)
2377     | _mm_maskz_div_ps                           | AVX512VL,AVX512F                 | 2588     | VDIVPS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVPS             | VDIVPS xmm {z}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128 _mm_maskz_div_ps(__mmask8 k, __m128 a, __m128 b)
2378     | _mm256_mask_div_ps                         | AVX512VL,AVX512F                 | 2590     | VDIVPS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512                      | VDIVPS             | VDIVPS ymm {k}, ymm, ymm                                 | Floating Point                   | Arithmetic                       | __m256 _mm256_mask_div_ps(__m256 src, __mmask8 k, __m256 a, __m256 b)
2379     | _mm256_maskz_div_ps                        | AVX512VL,AVX512F                 | 2590     | VDIVPS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512                      | VDIVPS             | VDIVPS ymm {z}, ymm, ymm                                 | Floating Point                   | Arithmetic                       | __m256 _mm256_maskz_div_ps(__mmask8 k, __m256 a, __m256 b)
2380     | _mm256_div_ps                              | AVX                              | 2592     | VDIVPS_YMMqq_YMMqq_YMMqq                                         | VDIVPS             | VDIVPS ymm, ymm, ymm                                     | Floating Point                   | Arithmetic                       | __m256 _mm256_div_ps(__m256 a, __m256 b)
2381     | _mm512_div_ps                              | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm, zmm, zmm                                     | Floating Point                   | Arithmetic                       | __m512 _mm512_div_ps(__m512 a, __m512 b)
2382     | _mm512_div_round_ps                        | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm, zmm, zmm {er}                                | Floating Point                   | Arithmetic                       | __m512 _mm512_div_round_ps(__m512 a, __m512 b, int rounding)
2383     | _mm512_mask_div_ps                         | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm {k}, zmm, zmm                                 | Floating Point                   | Arithmetic                       | __m512 _mm512_mask_div_ps(__m512 src, __mmask16 k, __m512 a, __m512 b)
2384     | _mm512_mask_div_round_ps                   | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm {k}, zmm, zmm {er}                            | Floating Point                   | Arithmetic                       | __m512 _mm512_mask_div_round_ps(__m512 src, __mmask16 k, __m512 a, __m512 b, int rounding)
2385     | _mm512_maskz_div_ps                        | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm {z}, zmm, zmm                                 | Floating Point                   | Arithmetic                       | __m512 _mm512_maskz_div_ps(__mmask16 k, __m512 a, __m512 b)
2386     | _mm512_maskz_div_round_ps                  | AVX512F                          | 2594     | VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512                      | VDIVPS             | VDIVPS zmm {z}, zmm, zmm {er}                            | Floating Point                   | Arithmetic                       | __m512 _mm512_maskz_div_round_ps(__mmask16 k, __m512 a, __m512 b, int rounding)
2387     | _mm_div_round_sd                           | AVX512F                          | 2598     | VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVSD             | VDIVSD xmm, xmm, xmm {er}                                | Floating Point                   | Arithmetic                       | __m128d _mm_div_round_sd(__m128d a, __m128d b, int rounding)
2388     | _mm_mask_div_round_sd                      | AVX512F                          | 2598     | VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVSD             | VDIVSD xmm {k}, xmm, xmm {er}                            | Floating Point                   | Arithmetic                       | __m128d _mm_mask_div_round_sd(__m128d src, __mmask8 k, __m128d a, __m128d b, int rounding)
2389     | _mm_mask_div_sd                            | AVX512F                          | 2598     | VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVSD             | VDIVSD xmm {k}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128d _mm_mask_div_sd(__m128d src, __mmask8 k, __m128d a, __m128d b)
2390     | _mm_maskz_div_round_sd                     | AVX512F                          | 2598     | VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVSD             | VDIVSD xmm {z}, xmm, xmm {er}                            | Floating Point                   | Arithmetic                       | __m128d _mm_maskz_div_round_sd(__mmask8 k, __m128d a, __m128d b, int rounding)
2391     | _mm_maskz_div_sd                           | AVX512F                          | 2598     | VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512                      | VDIVSD             | VDIVSD xmm {z}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128d _mm_maskz_div_sd(__mmask8 k, __m128d a, __m128d b)
2392     | _mm_div_round_ss                           | AVX512F                          | 2602     | VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVSS             | VDIVSS xmm, xmm, xmm {er}                                | Floating Point                   | Arithmetic                       | __m128 _mm_div_round_ss(__m128 a, __m128 b, int rounding)
2393     | _mm_mask_div_round_ss                      | AVX512F                          | 2602     | VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVSS             | VDIVSS xmm {k}, xmm, xmm {er}                            | Floating Point                   | Arithmetic                       | __m128 _mm_mask_div_round_ss(__m128 src, __mmask8 k, __m128 a, __m128 b, int rounding)
2394     | _mm_mask_div_ss                            | AVX512F                          | 2602     | VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVSS             | VDIVSS xmm {k}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128 _mm_mask_div_ss(__m128 src, __mmask8 k, __m128 a, __m128 b)
2395     | _mm_maskz_div_round_ss                     | AVX512F                          | 2602     | VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVSS             | VDIVSS xmm {z}, xmm, xmm {er}                            | Floating Point                   | Arithmetic                       | __m128 _mm_maskz_div_round_ss(__mmask8 k, __m128 a, __m128 b, int rounding)
2396     | _mm_maskz_div_ss                           | AVX512F                          | 2602     | VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512                      | VDIVSS             | VDIVSS xmm {z}, xmm, xmm                                 | Floating Point                   | Arithmetic                       | __m128 _mm_maskz_div_ss(__mmask8 k, __m128 a, __m128 b)
2397     | _mm_dpbf16_ps                              | AVX512_BF16,AVX512VL             | 2604     | VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS xmm, xmm, xmm                                  | Floating Point                   | Arithmetic                       | __m128 _mm_dpbf16_ps(__m128 src, __m128bh a, __m128bh b)
2398     | _mm_mask_dpbf16_ps                         | AVX512_BF16,AVX512VL             | 2604     | VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS xmm {k}, xmm, xmm                              | Floating Point                   | Arithmetic                       | __m128 _mm_mask_dpbf16_ps(__m128 src, __mmask8 k, __m128bh a, __m128bh b)
2399     | _mm_maskz_dpbf16_ps                        | AVX512_BF16,AVX512VL             | 2604     | VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS xmm {z}, xmm, xmm                              | Floating Point                   | Arithmetic                       | __m128 _mm_maskz_dpbf16_ps(__mmask8 k, __m128 src, __m128bh a, __m128bh b)
2400     | _mm256_dpbf16_ps                           | AVX512_BF16,AVX512VL             | 2606     | VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS ymm, ymm, ymm                                  | Floating Point                   | Arithmetic                       | __m256 _mm256_dpbf16_ps(__m256 src, __m256bh a, __m256bh b)
2401     | _mm256_mask_dpbf16_ps                      | AVX512_BF16,AVX512VL             | 2606     | VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS ymm {k}, ymm, ymm                              | Floating Point                   | Arithmetic                       | __m256 _mm256_mask_dpbf16_ps(__m256 src, __mmask8 k, __m256bh a, __m256bh b)
2402     | _mm256_maskz_dpbf16_ps                     | AVX512_BF16,AVX512VL             | 2606     | VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS ymm {z}, ymm, ymm                              | Floating Point                   | Arithmetic                       | __m256 _mm256_maskz_dpbf16_ps(__mmask8 k, __m256 src, __m256bh a, __m256bh b)
2403     | _mm512_dpbf16_ps                           | AVX512_BF16,AVX512F              | 2608     | VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS zmm, zmm, zmm                                  | Floating Point                   | Arithmetic                       | __m512 _mm512_dpbf16_ps(__m512 src, __m512bh a, __m512bh b)
2404     | _mm512_mask_dpbf16_ps                      | AVX512_BF16,AVX512F              | 2608     | VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS zmm {k}, zmm, zmm                              | Floating Point                   | Arithmetic                       | __m512 _mm512_mask_dpbf16_ps(__m512 src, __mmask16 k, __m512bh a, __m512bh b)
2405     | _mm512_maskz_dpbf16_ps                     | AVX512_BF16,AVX512F              | 2608     | VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512                   | VDPBF16PS          | VDPBF16PS zmm {z}, zmm, zmm                              | Floating Point                   | Arithmetic                       | __m512 _mm512_maskz_dpbf16_ps(__mmask16 k, __m512 src, __m512bh a, __m512bh b)
2406     | _mm256_dp_ps                               | AVX                              | 2614     | VDPPS_YMMqq_YMMqq_YMMqq_IMMb                                     | VDPPS              | VDPPS ymm, ymm, ymm, imm8                                | Floating Point                   | Arithmetic                       | __m256 _mm256_dp_ps(__m256 a, __m256 b, const int imm8)
2407     | _mm512_exp2a23_pd                          | AVX512ER                         | 2620     | VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER                          | VEXP2PD            | VEXP2PD zmm, zmm                                         | Floating Point                   | Elementary Math Functions        | __m512d _mm512_exp2a23_pd(__m512d a)
2408     | _mm512_exp2a23_round_pd                    | AVX512ER                         | 2620     | VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER                          | VEXP2PD            | VEXP2PD zmm, zmm {sae}                                   | Floating Point                   | Elementary Math Functions        | __m512d _mm512_exp2a23_round_pd(__m512d a, int sae)
2409     | _mm512_mask_exp2a23_pd                     | AVX512ER                         | 2620     | VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER                          | VEXP2PD            | VEXP2PD zmm {k}, zmm                                     | Floating Point                   | Elementary Math Functions        | __m512d _mm512_mask_exp2a23_pd(__m512d src, __mmask8 k, __m512d a)
2410     | _mm512_mask_exp2a23_round_pd               | AVX512ER                         | 2620     | VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER                          | VEXP2PD            | VEXP2PD zmm {k}, zmm {sae}                               | Floating Point                   | Elementary Math Functions        | __m512d _mm512_mask_exp2a23_round_pd(__m512d src, __mmask8 k, __m512d a, int sae)
2411     | _mm512_maskz_exp2a23_pd                    | AVX512ER                         | 2620     | VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER                          | VEXP2PD            | VEXP2PD zmm {z}, zmm                                     | Floating Point                   | Elementary Math Functions        | __m512d _mm512_maskz_exp2a23_pd(__mmask8 k, __m512d a)
