"Intrinsic name"                                ,"Technology" ,"Header"                   ,"Function prototype"
"_mm_frcz_ss"                                   ,"XOP"        ,"ammintrin.h"              ,"__m128 _mm_frcz_ss(__m128, __m128);"
"_mm_getcsr"                                    ,"SSE"        ,"intrin.h"                 ,"unsigned int _mm_getcsr(void);"
"_mm_hadd_epi16"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hadd_epi16(__m128i, __m128i);"
"_mm_hadd_epi32"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hadd_epi32(__m128i, __m128i);"
"_mm_hadd_pd"                                   ,"SSE3"       ,"intrin.h"                 ,"__m128d _mm_hadd_pd(__m128d, __m128d);"
"_mm_hadd_ps"                                   ,"SSE3"       ,"intrin.h"                 ,"__m128 _mm_hadd_ps(__m128, __m128);"
"_mm_haddd_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddd_epi16(__m128i);"
"_mm_haddd_epi8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddd_epi8(__m128i);"
"_mm_haddd_epu16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddd_epu16(__m128i);"
"_mm_haddd_epu8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddd_epu8(__m128i);"
"_mm_haddq_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epi16(__m128i);"
"_mm_haddq_epi32"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epi32(__m128i);"
"_mm_haddq_epi8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epi8(__m128i);"
"_mm_haddq_epu16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epu16(__m128i);"
"_mm_haddq_epu32"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epu32(__m128i);"
"_mm_haddq_epu8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddq_epu8(__m128i);"
"_mm_hadds_epi16"                               ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hadds_epi16(__m128i, __m128i);"
"_mm_haddw_epi8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddw_epi8(__m128i);"
"_mm_haddw_epu8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_haddw_epu8(__m128i);"
"_mm_hsub_epi16"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hsub_epi16(__m128i, __m128i);"
"_mm_hsub_epi32"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hsub_epi32(__m128i, __m128i);"
"_mm_hsub_pd"                                   ,"SSE3"       ,"intrin.h"                 ,"__m128d _mm_hsub_pd(__m128d, __m128d);"
"_mm_hsub_ps"                                   ,"SSE3"       ,"intrin.h"                 ,"__m128 _mm_hsub_ps(__m128, __m128);"
"_mm_hsubd_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_hsubd_epi16(__m128i);"
"_mm_hsubq_epi32"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_hsubq_epi32(__m128i);"
"_mm_hsubs_epi16"                               ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_hsubs_epi16(__m128i, __m128i);"
"_mm_hsubw_epi8"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_hsubw_epi8(__m128i);"
"_mm_i32gather_epi32"                           ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_i32gather_epi32(int const *, __m128i, const int);"
"_mm_i32gather_epi64"                           ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_i32gather_epi64(__int64 const *, __m128i, const int);"
"_mm_i32gather_pd"                              ,"AVX2"       ,"immintrin.h"              ,"__m128d _mm_i32gather_pd(double const *, __m128i, const int);"
"_mm_i32gather_ps"                              ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm_i32gather_ps(float const *, __m128i, const int);"
"_mm_i64gather_epi32"                           ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_i64gather_epi32(int const *, __m128i, const int);"
"_mm_i64gather_epi64"                           ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_i64gather_epi64(__int64 const *, __m128i, const int);"
"_mm_i64gather_pd"                              ,"AVX2"       ,"immintrin.h"              ,"__m128d _mm_i64gather_pd(double const *, __m128i, const int);"
"_mm_i64gather_ps"                              ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm_i64gather_ps(float const *, __m128i, const int);"
"_mm_insert_epi16"                              ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_insert_epi16(__m128i, int, int);"
"_mm_insert_epi32"                              ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_insert_epi32(__m128i, int, const int);"
"_mm_insert_epi64"                              ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_insert_epi64(__m128i, __int64, const int);"
"_mm_insert_epi8"                               ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_insert_epi8 (__m128i, int, const int);"
"_mm_insert_ps"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128 _mm_insert_ps(__m128, __m128, const int);"
"_mm_insert_si64"                               ,"SSE4a"      ,"intrin.h"                 ,"__m128i _mm_insert_si64(__m128i, __m128i);"
"_mm_inserti_si64"                              ,"SSE4a"      ,"intrin.h"                 ,"__m128i _mm_inserti_si64(__m128i, __m128i, int, int);"
"_mm_lddqu_si128"                               ,"SSE3"       ,"intrin.h"                 ,"__m128i _mm_lddqu_si128(__m128i const*);"
"_mm_lfence"                                    ,"SSE2"       ,"intrin.h"                 ,"void _mm_lfence(void);"
"_mm_load_pd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_load_pd(double*);"
"_mm_load_ps"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_load_ps(float*);"
"_mm_load_ps1"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_load_ps1(float*);"
"_mm_load_sd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_load_sd(double*);"
"_mm_load_si128"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_load_si128(__m128i*);"
"_mm_load_ss"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_load_ss(float*);"
"_mm_load1_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_load1_pd(double*);"
"_mm_loaddup_pd"                                ,"SSE3"       ,"intrin.h"                 ,"__m128d _mm_loaddup_pd(double const*);"
"_mm_loadh_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_loadh_pd(__m128d, double*);"
"_mm_loadh_pi"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_loadh_pi(__m128, __m64*);"
"_mm_loadl_epi64"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_loadl_epi64(__m128i*);"
"_mm_loadl_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_loadl_pd(__m128d, double*);"
"_mm_loadl_pi"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_loadl_pi(__m128, __m64*);"
"_mm_loadr_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_loadr_pd(double*);"
"_mm_loadr_ps"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_loadr_ps(float*);"
"_mm_loadu_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_loadu_pd(double*);"
"_mm_loadu_ps"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_loadu_ps(float*);"
"_mm_loadu_si128"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_loadu_si128(__m128i*);"
"_mm_macc_epi16"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_macc_epi16(__m128i, __m128i, __m128i);"
"_mm_macc_epi32"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_macc_epi32(__m128i, __m128i, __m128i);"
"_mm_macc_pd"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_macc_pd(__m128d, __m128d, __m128d);"
"_mm_macc_ps"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_macc_ps(__m128, __m128, __m128);"
"_mm_macc_sd"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_macc_sd(__m128d, __m128d, __m128d);"
"_mm_macc_ss"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_macc_ss(__m128, __m128, __m128);"
"_mm_maccd_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccd_epi16(__m128i, __m128i, __m128i);"
"_mm_macchi_epi32"                              ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_macchi_epi32(__m128i, __m128i, __m128i);"
"_mm_macclo_epi32"                              ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_macclo_epi32(__m128i, __m128i, __m128i);"
"_mm_maccs_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccs_epi16(__m128i, __m128i, __m128i);"
"_mm_maccs_epi32"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccs_epi32(__m128i, __m128i, __m128i);"
"_mm_maccsd_epi16"                              ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccsd_epi16(__m128i, __m128i, __m128i);"
"_mm_maccshi_epi32"                             ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccshi_epi32(__m128i, __m128i, __m128i);"
"_mm_maccslo_epi32"                             ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maccslo_epi32(__m128i, __m128i, __m128i);"
"_mm_madd_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_madd_epi16(__m128i, __m128i);"
"_mm_maddd_epi16"                               ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maddd_epi16(__m128i, __m128i, __m128i);"
"_mm_maddsd_epi16"                              ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_maddsd_epi16(__m128i, __m128i, __m128i);"
"_mm_maddsub_pd"                                ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_maddsub_pd(__m128d, __m128d, __m128d);"
"_mm_maddsub_ps"                                ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_maddsub_ps(__m128, __m128, __m128);"
"_mm_maddubs_epi16"                             ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_maddubs_epi16(__m128i, __m128i);"
"_mm_mask_i32gather_epi32"                      ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_mask_i32gather_epi32(__m128i, int const *, __m128i, __m128i, const int);"
"_mm_mask_i32gather_epi64"                      ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_mask_i32gather_epi64(__m128i, __int64 const *, __m128i, __m128i, const int);"
"_mm_mask_i32gather_pd"                         ,"AVX2"       ,"immintrin.h"              ,"__m128d _mm_mask_i32gather_pd(__m128d, double const *, __m128i, __m128d, const int);"
"_mm_mask_i32gather_ps"                         ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm_mask_i32gather_ps(__m128, float const *, __m128i, __m128, const int);"
"_mm_mask_i64gather_epi32"                      ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_mask_i64gather_epi32(__m128i, int const *, __m128i, __m128i, const int);"
"_mm_mask_i64gather_epi64"                      ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_mask_i64gather_epi64(__m128i, __int64 const *, __m128i, __m128i, const int);"
"_mm_mask_i64gather_pd"                         ,"AVX2"       ,"immintrin.h"              ,"__m128d _mm_mask_i64gather_pd(__m128d, double const *, __m128i, __m128d, const int);"
"_mm_mask_i64gather_ps"                         ,"AVX2"       ,"immintrin.h"              ,"__m128 _mm_mask_i64gather_ps(__m128, float const *, __m128i, __m128, const int);"
"_mm_maskload_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_maskload_epi32(int const *, __m128i);"
"_mm_maskload_epi64"                            ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_maskload_epi64(__int64 const *, __m128i);"
"_mm_maskload_pd"                               ,"AVX"        ,"immintrin.h"              ,"__m128d _mm_maskload_pd(double const *, __m128i);"
"_mm_maskload_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m128 _mm_maskload_ps(float const *, __m128i);"
"_mm_maskmoveu_si128"                           ,"SSE2"       ,"intrin.h"                 ,"void _mm_maskmoveu_si128(__m128i, __m128i, char*);"
"_mm_maskstore_epi32"                           ,"AVX2"       ,"immintrin.h"              ,"void _mm_maskstore_epi32(int *, __m128i, __m128i);"
"_mm_maskstore_epi64"                           ,"AVX2"       ,"immintrin.h"              ,"void _mm_maskstore_epi64(__int64 *, __m128i, __m128i);"
"_mm_maskstore_pd"                              ,"AVX"        ,"immintrin.h"              ,"void _mm_maskstore_pd(double *, __m128i, __m128d);"
"_mm_maskstore_ps"                              ,"AVX"        ,"immintrin.h"              ,"void _mm_maskstore_ps(float *, __m128i, __m128);"
"_mm_max_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_max_epi16(__m128i, __m128i);"
"_mm_max_epi32"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_max_epi32(__m128i, __m128i);"
"_mm_max_epi8"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_max_epi8 (__m128i, __m128i);"
"_mm_max_epu16"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_max_epu16(__m128i, __m128i);"
"_mm_max_epu32"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_max_epu32(__m128i, __m128i);"
"_mm_max_epu8"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_max_epu8(__m128i, __m128i);"
"_mm_max_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_max_pd(__m128d, __m128d);"
"_mm_max_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_max_ps(__m128, __m128);"
"_mm_max_sd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_max_sd(__m128d, __m128d);"
"_mm_max_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_max_ss(__m128, __m128);"
"_mm_mfence"                                    ,"SSE2"       ,"intrin.h"                 ,"void _mm_mfence(void);"
"_mm_min_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_min_epi16(__m128i, __m128i);"
"_mm_min_epi32"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_min_epi32(__m128i, __m128i);"
"_mm_min_epi8"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_min_epi8 (__m128i, __m128i);"
"_mm_min_epu16"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_min_epu16(__m128i, __m128i);"
"_mm_min_epu32"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_min_epu32(__m128i, __m128i);"
"_mm_min_epu8"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_min_epu8(__m128i, __m128i);"
"_mm_min_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_min_pd(__m128d, __m128d);"
"_mm_min_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_min_ps(__m128, __m128);"
"_mm_min_sd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_min_sd(__m128d, __m128d);"
"_mm_min_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_min_ss(__m128, __m128);"
"_mm_minpos_epu16"                              ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_minpos_epu16(__m128i);"
"_mm_monitor"                                   ,"SSE3"       ,"intrin.h"                 ,"void _mm_monitor(void const*, unsigned int, unsigned int);"
"_mm_move_epi64"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_move_epi64(__m128i);"
"_mm_move_sd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_move_sd(__m128d, __m128d);"
"_mm_move_ss"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_move_ss(__m128, __m128);"
"_mm_movedup_pd"                                ,"SSE3"       ,"intrin.h"                 ,"__m128d _mm_movedup_pd(__m128d);"
"_mm_movehdup_ps"                               ,"SSE3"       ,"intrin.h"                 ,"__m128 _mm_movehdup_ps(__m128);"
"_mm_movehl_ps"                                 ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_movehl_ps(__m128, __m128);"
"_mm_moveldup_ps"                               ,"SSE3"       ,"intrin.h"                 ,"__m128 _mm_moveldup_ps(__m128);"
"_mm_movelh_ps"                                 ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_movelh_ps(__m128, __m128);"
"_mm_movemask_epi8"                             ,"SSE2"       ,"intrin.h"                 ,"int _mm_movemask_epi8(__m128i);"
"_mm_movemask_pd"                               ,"SSE2"       ,"intrin.h"                 ,"int _mm_movemask_pd(__m128d);"
"_mm_movemask_ps"                               ,"SSE"        ,"intrin.h"                 ,"int _mm_movemask_ps(__m128);"
"_mm_mpsadbw_epu8"                              ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_mpsadbw_epu8(__m128i, __m128i, const int);"
"_mm_msub_pd"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_msub_pd(__m128d, __m128d, __m128d);"
"_mm_msub_ps"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_msub_ps(__m128, __m128, __m128);"
"_mm_msub_sd"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_msub_sd(__m128d, __m128d, __m128d);"
"_mm_msub_ss"                                   ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_msub_ss(__m128, __m128, __m128);"
"_mm_msubadd_pd"                                ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_msubadd_pd(__m128d, __m128d, __m128d);"
"_mm_msubadd_ps"                                ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_msubadd_ps(__m128, __m128, __m128);"
"_mm_mul_epi32"                                 ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_mul_epi32(__m128i, __m128i);"
"_mm_mul_epu32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_mul_epu32(__m128i, __m128i);"
"_mm_mul_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_mul_pd(__m128d, __m128d);"
"_mm_mul_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_mul_ps(__m128, __m128);"
"_mm_mul_sd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_mul_sd(__m128d, __m128d);"
"_mm_mul_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_mul_ss(__m128, __m128);"
"_mm_mulhi_epi16"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_mulhi_epi16(__m128i, __m128i);"
"_mm_mulhi_epu16"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_mulhi_epu16(__m128i, __m128i);"
"_mm_mulhrs_epi16"                              ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_mulhrs_epi16(__m128i, __m128i);"
"_mm_mullo_epi16"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_mullo_epi16(__m128i, __m128i);"
"_mm_mullo_epi32"                               ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_mullo_epi32(__m128i, __m128i);"
"_mm_mwait"                                     ,"SSE3"       ,"intrin.h"                 ,"void _mm_mwait(unsigned int, unsigned int);"
"_mm_nmacc_pd"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_nmacc_pd(__m128d, __m128d, __m128d);"
"_mm_nmacc_ps"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_nmacc_ps(__m128, __m128, __m128);"
"_mm_nmacc_sd"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_nmacc_sd(__m128d, __m128d, __m128d);"
"_mm_nmacc_ss"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_nmacc_ss(__m128, __m128, __m128);"
"_mm_nmsub_pd"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_nmsub_pd(__m128d, __m128d, __m128d);"
"_mm_nmsub_ps"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_nmsub_ps(__m128, __m128, __m128);"
"_mm_nmsub_sd"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128d _mm_nmsub_sd(__m128d, __m128d, __m128d);"
"_mm_nmsub_ss"                                  ,"FMA4"       ,"ammintrin.h"              ,"__m128 _mm_nmsub_ss(__m128, __m128, __m128);"
"_mm_or_pd"                                     ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_or_pd(__m128d, __m128d);"
"_mm_or_ps"                                     ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_or_ps(__m128, __m128);"
"_mm_or_si128"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_or_si128(__m128i, __m128i);"
"_mm_packs_epi16"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_packs_epi16(__m128i, __m128i);"
"_mm_packs_epi32"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_packs_epi32(__m128i, __m128i);"
"_mm_packus_epi16"                              ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_packus_epi16(__m128i, __m128i);"
"_mm_packus_epi32"                              ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_packus_epi32(__m128i, __m128i);"
"_mm_pause"                                     ,"SSE2"       ,"intrin.h"                 ,"void _mm_pause(void);"
"_mm_perm_epi8"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_perm_epi8(__m128i, __m128i, __m128i);"
"_mm_permute_pd"                                ,"AVX"        ,"immintrin.h"              ,"__m128d _mm_permute_pd(__m128d, int);"
"_mm_permute_ps"                                ,"AVX"        ,"immintrin.h"              ,"__m128 _mm_permute_ps(__m128, int);"
"_mm_permute2_pd"                               ,"XOP"        ,"ammintrin.h"              ,"__m128d _mm_permute2_pd(__m128d, __m128d, __m128i, int);"
"_mm_permute2_ps"                               ,"XOP"        ,"ammintrin.h"              ,"__m128 _mm_permute2_ps(__m128, __m128, __m128i, int);"
"_mm_permutevar_pd"                             ,"AVX"        ,"immintrin.h"              ,"__m128d _mm_permutevar_pd(__m128d, __m128i);"
"_mm_permutevar_ps"                             ,"AVX"        ,"immintrin.h"              ,"__m128 _mm_permutevar_ps(__m128, __m128i);"
"_mm_popcnt_u32"                                ,"POPCNT"     ,"intrin.h"                 ,"int _mm_popcnt_u32(unsigned int);"
"_mm_popcnt_u64"                                ,"POPCNT"     ,"intrin.h"                 ,"__int64 _mm_popcnt_u64(unsigned __int64);"
"_mm_prefetch"                                  ,"SSE"        ,"intrin.h"                 ,"void _mm_prefetch(char*, int);"
"_mm_rcp_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_rcp_ps(__m128);"
"_mm_rcp_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_rcp_ss(__m128);"
"_mm_rot_epi16"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi16(__m128i, __m128i);"
"_mm_rot_epi32"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi32(__m128i, __m128i);"
"_mm_rot_epi64"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi64(__m128i, __m128i);"
"_mm_rot_epi8"                                  ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi8(__m128i, __m128i);"
"_mm_roti_epi16"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi16(__m128i, int);"
"_mm_roti_epi32"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi32(__m128i, int);"
"_mm_roti_epi64"                                ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi64(__m128i, int);"
"_mm_roti_epi8"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_rot_epi8(__m128i, int);"
"_mm_round_pd"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128d _mm_round_pd(__m128d, const int);"
"_mm_round_ps"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128  _mm_round_ps(__m128, const int);"
"_mm_round_sd"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128d _mm_round_sd(__m128d, __m128d, const int);"
"_mm_round_ss"                                  ,"SSE41"      ,"intrin.h"                 ,"__m128  _mm_round_ss(__m128, __m128, const int);"
"_mm_rsqrt_ps"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_rsqrt_ps(__m128);"
"_mm_rsqrt_ss"                                  ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_rsqrt_ss(__m128);"
"_mm_sad_epu8"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sad_epu8(__m128i, __m128i);"
"_mm_set_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set_epi16(short, short, short, short, short, short, short, short);"
"_mm_set_epi32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set_epi32(int, int, int, int);"
"_mm_set_epi64x"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set_epi64x(__int64, __int64);"
"_mm_set_epi8"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set_epi8(char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char);"
"_mm_set_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_set_pd(double, double);"
"_mm_set_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_set_ps(float, float, float, float);"
"_mm_set_ps1"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_set_ps1(float);"
"_mm_set_sd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_set_sd(double);"
"_mm_set_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_set_ss(float);"
"_mm_set1_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set1_epi16(short);"
"_mm_set1_epi32"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set1_epi32(int);"
"_mm_set1_epi64x"                               ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set1_epi64x(__int64);"
"_mm_set1_epi8"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_set1_epi8(char);"
"_mm_set1_pd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_set1_pd(double);"
"_mm_setcsr"                                    ,"SSE"        ,"intrin.h"                 ,"void _mm_setcsr(unsigned int);"
"_mm_setl_epi64"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_setl_epi64(__m128i);"
"_mm_setr_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_setr_epi16(short, short, short, short, short, short, short, short);"
"_mm_setr_epi32"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_setr_epi32(int, int, int, int);"
"_mm_setr_epi8"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_setr_epi8(char, char, char, char, char, char, char, char, char, char, char, char, char, char, char, char);"
"_mm_setr_pd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_setr_pd(double, double);"
"_mm_setr_ps"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_setr_ps(float, float, float, float);"
"_mm_setzero_pd"                                ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_setzero_pd(void);"
